image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size,iou
000118.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000118.png,696,162,712,233,0,0.46208033,1238,374,
001272.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001272.png,51,116,109,303,0,0.834007561,1224,370,
003469.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003469.png,1025,141,1060,274,0,0.381056249,1242,375,
002310.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002310.png,32,83,93,324,0,0.814600229,1224,370,
005800.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005800.png,331,129,353,273,0,0.261648685,1242,375,
006177.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006177.png,761,145,775,217,0,0.334922135,1242,375,
007149.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007149.png,942,148,975,302,0,0.25094837,1242,375,
002440.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002440.png,633,167,662,291,0,0.339473456,1238,374,
002440.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002440.png,936,93,1012,347,0,0.358154893,1238,374,
002440.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002440.png,898,125,924,262,0,0.428637832,1238,374,
002440.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002440.png,288,139,359,357,0,0.619248152,1238,374,
002440.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002440.png,555,158,569,231,0,0.629372776,1238,374,
000422.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000422.png,642,146,660,240,0,0.35893774,1238,374,
000422.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000422.png,8,156,58,361,0,0.372634143,1238,374,
000422.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000422.png,32,135,93,374,0,0.706689775,1238,374,
000422.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000422.png,100,142,160,368,0,0.954854071,1238,374,
000840.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000840.png,495,177,524,274,0,0.365892172,1238,374,
000840.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000840.png,36,159,98,357,0,0.728640079,1238,374,
001191.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001191.png,175,106,247,325,0,0.878331125,1224,370,
007136.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007136.png,143,169,199,320,0,0.613532305,1238,374,
005806.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005806.png,821,138,854,293,0,0.858655155,1224,370,
001982.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001982.png,887,158,924,286,0,0.876181483,1224,370,
003306.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003306.png,481,155,493,209,0,0.462404102,1238,374,
003306.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003306.png,309,160,347,294,0,0.857561767,1238,374,
004501.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004501.png,970,156,1004,284,0,0.813166678,1242,375,
001853.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001853.png,754,143,822,374,0,0.960980356,1238,374,
003250.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003250.png,777,171,790,219,0,0.333234429,1242,375,
003233.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003233.png,281,154,308,282,0,0.947249293,1238,374,
002568.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002568.png,667,169,678,216,0,0.394756109,1242,375,
002568.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002568.png,493,181,505,230,0,0.493199408,1242,375,
002568.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002568.png,658,168,671,226,0,0.617418408,1242,375,
005050.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005050.png,539,159,578,294,0,0.755522907,1224,370,
002391.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002391.png,885,144,911,245,0,0.891455591,1242,375,
004049.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004049.png,546,127,641,322,0,0.72230655,1224,370,
004290.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004290.png,267,143,292,304,0,0.826762676,1242,375,
006360.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006360.png,269,126,293,270,0,0.356271207,1242,375,
002159.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002159.png,443,97,545,347,0,0.764353991,1224,370,
006583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006583.png,778,127,805,261,0,0.540504217,1224,370,
006583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006583.png,471,129,501,267,0,0.640393078,1224,370,
006583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006583.png,533,132,565,249,0,0.705972373,1224,370,
006583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006583.png,612,133,648,253,0,0.81123811,1224,370,
006583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006583.png,566,132,598,247,0,0.84822619,1224,370,
006583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006583.png,701,159,773,319,0,0.895500898,1224,370,
006583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006583.png,804,126,858,325,0,0.923830807,1224,370,
006583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006583.png,487,132,515,260,0,0.934763134,1224,370,
006583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006583.png,655,142,685,249,0,0.956601262,1224,370,
006847.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006847.png,859,138,881,265,0,0.34701845,1238,374,
003467.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003467.png,953,157,976,283,0,0.390949786,1242,375,
005763.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005763.png,988,121,1010,223,0,0.252870858,1224,370,
005763.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005763.png,875,118,889,197,0,0.495203078,1224,370,
005422.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005422.png,554,120,613,309,0,0.671239376,1224,370,
005422.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005422.png,563,147,596,293,0,0.832626998,1224,370,
006130.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006130.png,499,158,519,254,0,0.323830783,1238,374,
006130.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006130.png,449,159,476,270,0,0.344721854,1238,374,
001274.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001274.png,464,169,479,232,0,0.458432525,1242,375,
002583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002583.png,25,114,96,374,0,0.271556169,1238,374,
002583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002583.png,809,133,870,319,0,0.274586409,1238,374,
002583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002583.png,786,135,817,274,0,0.299261838,1238,374,
002583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002583.png,7,121,63,374,0,0.526217163,1238,374,
002583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002583.png,738,150,768,291,0,0.622603893,1238,374,
002583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002583.png,713,151,743,281,0,0.647460461,1238,374,
002583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002583.png,750,155,785,291,0,0.774152875,1238,374,
002583.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002583.png,877,125,950,374,0,0.961036921,1238,374,
003035.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003035.png,512,158,524,230,0,0.537528813,1241,376,
001249.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001249.png,966,148,1000,308,0,0.553201795,1224,370,
000559.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000559.png,621,142,677,345,0,0.291938275,1238,374,
006542.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006542.png,677,142,690,209,0,0.587082028,1242,375,
001861.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001861.png,284,146,302,245,0,0.322320879,1242,375,
001605.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001605.png,659,162,668,205,0,0.467054665,1242,375,
005369.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005369.png,974,133,1068,374,0,0.904230535,1238,374,
006258.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006258.png,304,130,374,307,0,0.756213188,1224,370,
004085.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004085.png,1126,81,1190,366,0,0.434652954,1224,370,
003611.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003611.png,796,142,817,238,0,0.321914285,1242,375,
007253.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007253.png,271,165,290,247,0,0.296996802,1242,375,
005510.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005510.png,391,155,443,349,0,0.287948102,1238,374,
005510.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005510.png,684,145,707,242,0,0.477160245,1238,374,
005510.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005510.png,408,164,462,335,0,0.794854641,1238,374,
005510.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005510.png,643,145,665,243,0,0.827234447,1238,374,
005510.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005510.png,329,150,396,374,0,0.979097664,1238,374,
005448.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005448.png,759,146,785,255,0,0.480095387,1242,375,
005448.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005448.png,736,143,765,256,0,0.549136698,1242,375,
006534.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006534.png,343,157,356,235,0,0.284227639,1242,375,
006534.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006534.png,864,137,894,268,0,0.899374247,1242,375,
003608.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003608.png,1107,174,1145,304,0,0.284588456,1242,375,
003608.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003608.png,1091,127,1159,319,0,0.462243378,1242,375,
002801.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002801.png,823,167,838,220,0,0.269807279,1242,375,
002801.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002801.png,835,163,851,225,0,0.465797544,1242,375,
003295.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003295.png,136,143,171,307,0,0.748837948,1224,370,
000037.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000037.png,473,135,494,260,0,0.334539562,1241,376,
001933.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001933.png,344,152,357,212,0,0.35391897,1242,375,
007207.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007207.png,804,145,831,254,0,0.417575955,1242,375,
005883.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005883.png,748,151,774,284,0,0.846584141,1242,375,
003082.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003082.png,466,175,475,210,0,0.290384591,1242,375,
005226.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005226.png,553,146,584,229,0,0.371127278,1224,370,
005226.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005226.png,593,139,618,226,0,0.396047205,1224,370,
005226.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005226.png,755,150,812,345,0,0.555642486,1224,370,
005226.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005226.png,705,163,763,339,0,0.752884746,1224,370,
005226.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005226.png,518,136,547,243,0,0.768807411,1224,370,
005226.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005226.png,602,146,629,229,0,0.829697132,1224,370,
005226.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005226.png,777,164,839,336,0,0.877020776,1224,370,
